Building Type,Incident Zip,Borough,Day of Week,Date of Report,Duration of Call (min)
Private Home,10166,Manhattan,7,2023-10-22,18
Private Home,10229,Manhattan,1,2023-11-13,9
Private Home,10301,Staten Island,1,2023-09-11,14
Private Home,10459,Bronx,3,2023-01-11,17
Villa,10063,Manhattan,1,2023-12-04,18
Hotel,11029,Queens,3,2023-08-30,57
Villa,11228,Brooklyn,1,2023-12-04,38
Private Home,11219,Brooklyn,4,2023-12-14,24
Private Home,10463,Bronx,3,2023-01-18,21
Villa,11031,Queens,6,2023-08-26,49
Apartment Complex,10310,Staten Island,1,2023-07-24,20
Villa,11246,Brooklyn,3,2023-11-01,40
Hotel,10473,Bronx,1,2023-05-29,15
Villa,10052,Manhattan,1,2023-12-04,14
Private Home,10281,Manhattan,3,2023-12-06,23
Private Home,10467,Bronx,6,2023-04-08,3
Apartment Complex,10220,Manhattan,5,2023-09-01,40
Apartment Complex,11216,Brooklyn,5,2023-12-29,52
Apartment Complex,10266,Manhattan,3,2023-02-01,35
Villa,11229,Brooklyn,6,2023-04-08,51
Hotel,10311,Staten Island,6,2023-02-25,48
Apartment Complex,10252,Manhattan,4,2023-08-17,36
Villa,11234,Brooklyn,4,2023-04-13,6
Villa,11089,Queens,7,2023-10-29,11
Private Home,10464,Bronx,3,2023-01-18,39
Private Home,11090,Queens,7,2023-09-03,60
Hotel,11216,Brooklyn,6,2023-02-04,5
Villa,11205,Brooklyn,4,2023-08-31,39
Villa,11230,Brooklyn,4,2023-03-16,25
Apartment Complex,10461,Bronx,3,2023-03-29,60
Apartment Complex,10454,Bronx,7,2023-01-01,28
Hotel,10453,Bronx,3,2023-05-03,3
Private Home,10468,Bronx,2,2023-08-15,30
Apartment Complex,10307,Staten Island,2,2023-07-18,33
Villa,10006,Manhattan,3,2023-09-13,48
Villa,11249,Brooklyn,7,2023-03-19,7
Private Home,11077,Queens,5,2023-09-15,38
Hotel,11231,Brooklyn,3,2023-05-24,34
Private Home,10452,Bronx,5,2023-06-23,39
Villa,11098,Queens,5,2023-12-22,21
Villa,10469,Bronx,2,2023-09-19,3
Apartment Complex,11236,Brooklyn,4,2023-07-13,26
Villa,11246,Brooklyn,1,2023-07-17,10
Apartment Complex,10301,Staten Island,2,2023-03-14,32
Villa,10460,Bronx,5,2023-04-07,21
Apartment Complex,11229,Brooklyn,7,2023-09-10,26
Villa,10467,Bronx,3,2023-01-18,56
Private Home,11089,Queens,2,2023-09-19,11
Private Home,11241,Brooklyn,7,2023-04-02,42
Villa,10305,Staten Island,7,2023-07-23,22
Villa,10305,Staten Island,4,2023-11-02,28
Hotel,10050,Manhattan,5,2023-03-10,42
Private Home,10301,Staten Island,6,2023-11-25,38
Private Home,10068,Manhattan,4,2023-09-28,21
Apartment Complex,11007,Queens,6,2023-02-25,10
Villa,10232,Manhattan,3,2023-08-16,29
Private Home,10081,Manhattan,5,2023-09-29,7
Apartment Complex,10310,Staten Island,1,2023-10-16,46
Private Home,11228,Brooklyn,6,2023-10-28,53
Villa,11237,Brooklyn,6,2023-11-04,2
Villa,10313,Staten Island,2,2023-01-31,28
Hotel,10155,Manhattan,6,2023-10-14,3
Apartment Complex,11208,Brooklyn,2,2023-06-13,48
Hotel,11212,Brooklyn,3,2023-12-06,12
Apartment Complex,10113,Manhattan,4,2023-07-27,16
Villa,10457,Bronx,6,2023-10-28,32
Hotel,10308,Staten Island,5,2023-03-24,53
Apartment Complex,10309,Staten Island,5,2023-06-09,21
Hotel,11234,Brooklyn,7,2023-08-27,50
Hotel,11223,Brooklyn,1,2023-09-18,34
Hotel,10304,Staten Island,1,2023-06-12,48
Private Home,11201,Brooklyn,7,2023-12-24,9
Apartment Complex,11065,Queens,4,2023-04-13,26
Villa,11017,Queens,6,2023-02-25,29
Apartment Complex,10119,Manhattan,1,2023-05-22,32
Villa,10453,Bronx,1,2023-12-18,16
Apartment Complex,11028,Queens,1,2023-05-22,9
Apartment Complex,11035,Queens,6,2023-04-29,58
Villa,10219,Manhattan,4,2023-02-02,37
Apartment Complex,11227,Brooklyn,2,2023-02-14,33
Apartment Complex,10204,Manhattan,5,2023-11-03,30
Apartment Complex,10226,Manhattan,1,2023-01-09,43
Private Home,10303,Staten Island,7,2023-02-26,17
Private Home,11029,Queens,2,2023-07-11,3
Apartment Complex,11205,Brooklyn,2,2023-09-05,30
Private Home,11082,Queens,2,2023-02-28,8
Hotel,10304,Staten Island,6,2023-02-04,11
Villa,10074,Manhattan,6,2023-11-18,50
Hotel,10036,Manhattan,6,2023-06-03,37
Villa,10455,Bronx,6,2023-10-14,39
Hotel,10029,Manhattan,5,2023-10-13,3
Apartment Complex,11213,Brooklyn,7,2023-02-26,51
Hotel,10452,Bronx,7,2023-07-16,42
Private Home,11222,Brooklyn,2,2023-01-10,44
Private Home,10071,Manhattan,3,2023-12-06,19
Apartment Complex,11216,Brooklyn,4,2023-11-09,16
Hotel,11052,Queens,6,2023-06-24,36
Private Home,11217,Brooklyn,1,2023-03-20,6
Villa,11041,Queens,7,2023-11-12,55
Villa,10471,Bronx,4,2023-07-06,3
Villa,11249,Brooklyn,5,2023-12-01,50
Hotel,11104,Queens,6,2023-08-05,25
Apartment Complex,10463,Bronx,1,2023-09-25,59
Apartment Complex,10311,Staten Island,6,2023-04-01,20
Hotel,11212,Brooklyn,5,2023-03-10,22
Hotel,10302,Staten Island,7,2023-05-07,6
Villa,11018,Queens,5,2023-09-29,55
Apartment Complex,10453,Bronx,2,2023-09-26,60
Villa,10308,Staten Island,4,2023-10-05,42
Hotel,11077,Queens,6,2023-10-28,49
Villa,10236,Manhattan,4,2023-12-07,14
Hotel,10305,Staten Island,3,2023-09-06,25
Villa,11029,Queens,6,2023-07-15,5
Villa,11243,Brooklyn,3,2023-02-01,15
Apartment Complex,11229,Brooklyn,6,2023-04-01,15
Villa,10454,Bronx,3,2023-05-03,54
Villa,11204,Brooklyn,5,2023-07-14,56
Villa,10312,Staten Island,5,2023-08-04,28
Private Home,11042,Queens,7,2023-06-11,42
Apartment Complex,11255,Brooklyn,5,2023-01-13,28
Private Home,10464,Bronx,6,2023-04-29,13
Hotel,11224,Brooklyn,1,2023-05-08,36
Private Home,11059,Queens,6,2023-09-30,41
Apartment Complex,10472,Bronx,6,2023-04-08,14
Private Home,10307,Staten Island,3,2023-05-03,24
Villa,11022,Queens,6,2023-08-26,55
Private Home,10457,Bronx,4,2023-07-27,29
Apartment Complex,11220,Brooklyn,1,2023-12-11,11
Apartment Complex,10247,Manhattan,4,2023-02-09,54
Private Home,10304,Staten Island,5,2023-06-02,58
Private Home,10465,Bronx,6,2023-12-16,8
Apartment Complex,11248,Brooklyn,7,2023-10-29,52
Private Home,11225,Brooklyn,3,2023-01-25,1
Hotel,10195,Manhattan,6,2023-11-11,38
Hotel,10103,Manhattan,3,2023-02-01,44
Apartment Complex,11248,Brooklyn,1,2023-09-04,51
Apartment Complex,10213,Manhattan,1,2023-09-11,60
Villa,11243,Brooklyn,1,2023-03-20,14
Villa,10457,Bronx,1,2023-08-28,49
Apartment Complex,11212,Brooklyn,5,2023-12-15,57
Private Home,11010,Queens,4,2023-03-02,4
Apartment Complex,10264,Manhattan,2,2023-08-29,1
Hotel,11251,Brooklyn,2,2023-07-04,24
Villa,11084,Queens,6,2023-06-10,52
Hotel,11241,Brooklyn,2,2023-08-01,56
Villa,10057,Manhattan,1,2024-01-01,37
Villa,10466,Bronx,7,2023-10-29,50
Apartment Complex,11242,Brooklyn,1,2023-11-20,5
Hotel,10459,Bronx,5,2023-06-09,2
Hotel,10473,Bronx,6,2023-09-30,19
Hotel,11242,Brooklyn,4,2023-10-26,6
Apartment Complex,11248,Brooklyn,2,2023-07-04,52
Private Home,11216,Brooklyn,7,2023-07-16,32
Villa,11019,Queens,1,2023-01-16,48
Hotel,11037,Queens,4,2023-11-23,47
Hotel,11226,Brooklyn,1,2023-05-08,17
Apartment Complex,11059,Queens,1,2023-01-16,16
Hotel,10311,Staten Island,6,2023-07-29,10
Villa,11245,Brooklyn,2,2023-09-05,14
Hotel,11238,Brooklyn,1,2023-05-22,42
Apartment Complex,10305,Staten Island,5,2023-08-11,1
Apartment Complex,10103,Manhattan,2,2023-02-21,13
Private Home,10303,Staten Island,6,2023-08-19,36
Apartment Complex,10302,Staten Island,1,2023-04-10,1
Hotel,10027,Manhattan,1,2023-09-25,45
Villa,10301,Staten Island,5,2023-12-15,45
Villa,11007,Queens,3,2023-09-13,3
Villa,10312,Staten Island,1,2023-02-20,19
Hotel,11240,Brooklyn,5,2023-08-11,54
Private Home,11201,Brooklyn,6,2023-06-10,8
Apartment Complex,10456,Bronx,7,2023-11-26,45
Villa,10303,Staten Island,6,2023-12-23,47
Private Home,11015,Queens,1,2023-09-11,12
Hotel,10470,Bronx,1,2023-06-12,26
Hotel,11016,Queens,4,2023-11-09,43
Villa,10072,Manhattan,4,2023-09-14,1
Private Home,10234,Manhattan,3,2023-07-26,9
Private Home,10462,Bronx,1,2023-10-23,35
Private Home,11249,Brooklyn,2,2023-07-25,14
Villa,11074,Queens,6,2023-03-11,27
Private Home,10302,Staten Island,2,2023-08-22,8
Apartment Complex,10457,Bronx,6,2023-01-14,41
Hotel,10460,Bronx,3,2023-08-09,12
Private Home,10454,Bronx,4,2023-05-18,58
Apartment Complex,11235,Brooklyn,7,2023-03-12,51
Villa,10254,Manhattan,5,2023-05-26,5
Private Home,10308,Staten Island,7,2023-08-20,60
Apartment Complex,11067,Queens,4,2023-05-04,7
Hotel,11218,Brooklyn,4,2023-10-12,3
Hotel,10240,Manhattan,1,2023-09-18,19
Hotel,11204,Brooklyn,7,2023-04-09,34
Villa,10311,Staten Island,7,2023-02-05,46
Hotel,11078,Queens,3,2023-10-25,33
Apartment Complex,10463,Bronx,3,2023-08-16,22
Villa,11231,Brooklyn,5,2023-08-25,39
Apartment Complex,10162,Manhattan,2,2023-04-04,55
Hotel,11087,Queens,4,2023-12-21,44
Villa,10473,Bronx,4,2023-12-07,3
Hotel,10472,Bronx,1,2023-02-13,45
Villa,10124,Manhattan,3,2023-10-25,48
Private Home,10017,Manhattan,3,2023-05-17,57
Villa,11212,Brooklyn,2,2023-05-23,2
Apartment Complex,11008,Queens,7,2023-08-27,14
Villa,10008,Manhattan,3,2023-05-17,22
Hotel,10474,Bronx,4,2023-04-20,34
Villa,11034,Queens,6,2023-02-25,37
Villa,10007,Manhattan,2,2023-06-20,9
Private Home,10469,Bronx,4,2023-08-10,1
Hotel,10460,Bronx,2,2023-08-08,12
Apartment Complex,10042,Manhattan,3,2023-10-25,31
Apartment Complex,10308,Staten Island,3,2023-07-05,27
Hotel,11205,Brooklyn,6,2023-11-11,1
Apartment Complex,10451,Bronx,2,2023-04-25,32
Apartment Complex,10129,Manhattan,3,2023-04-26,54
Apartment Complex,10468,Bronx,3,2023-05-24,59
Private Home,10309,Staten Island,7,2023-02-26,11
Apartment Complex,10310,Staten Island,1,2023-07-03,60
Villa,11202,Brooklyn,2,2023-06-06,8
Hotel,10254,Manhattan,2,2023-01-17,3
Villa,11024,Queens,3,2023-04-26,29
Villa,10305,Staten Island,1,2023-06-19,14
Apartment Complex,11210,Brooklyn,7,2023-07-16,30
Apartment Complex,11201,Brooklyn,3,2023-05-10,1
Apartment Complex,11245,Brooklyn,1,2023-07-17,14
Hotel,10302,Staten Island,1,2023-10-09,34
Villa,10453,Bronx,7,2023-06-11,60
Villa,10309,Staten Island,1,2023-01-02,51
Private Home,11246,Brooklyn,1,2023-04-24,43
Apartment Complex,11054,Queens,5,2023-04-07,7
Hotel,11076,Queens,5,2023-06-30,7
Villa,11226,Brooklyn,6,2023-01-21,39
Villa,10310,Staten Island,7,2023-08-20,15
Private Home,11242,Brooklyn,4,2023-01-19,41
Villa,11042,Queens,5,2023-08-18,40
Hotel,10301,Staten Island,3,2023-06-07,38
Hotel,11013,Queens,3,2023-10-04,8
Hotel,10151,Manhattan,4,2023-08-31,32
Hotel,10307,Staten Island,1,2023-05-08,27
Private Home,11241,Brooklyn,2,2023-12-19,19
Private Home,11248,Brooklyn,2,2023-10-31,17
Private Home,11034,Queens,1,2023-05-08,6
Villa,10308,Staten Island,6,2023-12-02,29
Apartment Complex,10305,Staten Island,2,2023-01-10,46
Hotel,10454,Bronx,4,2023-10-12,42
Apartment Complex,11249,Brooklyn,2,2023-04-11,53
Apartment Complex,10311,Staten Island,2,2023-03-14,18
Villa,11036,Queens,2,2023-12-05,7
Private Home,11064,Queens,5,2023-01-06,17
Hotel,10309,Staten Island,1,2023-02-27,19
Private Home,10312,Staten Island,5,2023-12-29,34
Hotel,11209,Brooklyn,7,2023-03-12,49
Hotel,10113,Manhattan,3,2023-05-31,9
Hotel,10458,Bronx,5,2023-12-15,60
Apartment Complex,11211,Brooklyn,1,2023-05-01,60
Apartment Complex,11058,Queens,4,2023-06-08,48
Villa,11214,Brooklyn,1,2023-01-16,44
Apartment Complex,10310,Staten Island,3,2023-08-16,14
Apartment Complex,10274,Manhattan,5,2023-09-15,8
Apartment Complex,11080,Queens,4,2023-01-26,2
Apartment Complex,10305,Staten Island,5,2023-12-08,57
Hotel,10013,Manhattan,7,2023-01-29,47
Private Home,10455,Bronx,4,2023-04-27,6
Hotel,10312,Staten Island,5,2023-02-03,26
Hotel,11016,Queens,1,2023-06-26,1
Apartment Complex,11249,Brooklyn,4,2023-12-21,16
Private Home,11088,Queens,2,2023-08-08,42
Apartment Complex,10472,Bronx,6,2023-02-18,40
Private Home,10473,Bronx,7,2023-06-25,29
Villa,11238,Brooklyn,7,2023-09-10,6
Hotel,10269,Manhattan,6,2023-06-10,15
Villa,11203,Brooklyn,6,2023-03-18,58
Apartment Complex,10473,Bronx,7,2023-03-26,21
Private Home,10304,Staten Island,1,2023-03-06,3
Apartment Complex,10302,Staten Island,7,2023-02-19,27
Hotel,11249,Brooklyn,6,2023-01-21,53
Apartment Complex,10211,Manhattan,1,2023-10-23,34
Apartment Complex,10452,Bronx,4,2023-01-05,6
Hotel,10307,Staten Island,1,2023-07-10,16
Villa,10451,Bronx,2,2023-04-11,10
Apartment Complex,11073,Queens,6,2023-07-22,53
Apartment Complex,10257,Manhattan,6,2023-12-16,34
Villa,10458,Bronx,4,2023-11-30,41
Private Home,10128,Manhattan,2,2023-03-28,1
Private Home,10305,Staten Island,3,2023-08-23,23
Villa,10222,Manhattan,2,2023-10-24,27
Apartment Complex,10455,Bronx,1,2023-10-23,21
Hotel,10463,Bronx,2,2023-09-12,6
Apartment Complex,10302,Staten Island,3,2023-08-09,51
Villa,10472,Bronx,6,2023-04-08,52
Hotel,10460,Bronx,5,2023-11-03,35
Hotel,10302,Staten Island,3,2023-05-03,53
Apartment Complex,10466,Bronx,5,2023-05-26,55
Private Home,11081,Queens,6,2023-04-22,13
Villa,11229,Brooklyn,2,2023-05-02,3
Villa,10471,Bronx,4,2023-05-18,52
Villa,11228,Brooklyn,2,2023-06-06,36
Private Home,10468,Bronx,2,2023-07-25,55
Private Home,10468,Bronx,2,2023-02-07,17
Villa,10107,Manhattan,3,2023-09-20,38
Villa,11085,Queens,6,2023-12-30,20
Apartment Complex,10106,Manhattan,3,2023-07-26,15
Villa,11214,Brooklyn,2,2023-12-12,24
Hotel,11020,Queens,1,2023-12-04,18
Hotel,11045,Queens,3,2023-01-25,59
Hotel,10112,Manhattan,3,2023-09-06,57
Hotel,11051,Queens,4,2023-07-06,14
Hotel,10001,Manhattan,2,2023-07-04,42
Apartment Complex,11213,Brooklyn,7,2023-06-04,30
Apartment Complex,10309,Staten Island,5,2023-07-14,38
Hotel,10308,Staten Island,1,2023-06-19,22
Apartment Complex,10240,Manhattan,1,2023-03-06,36
Villa,11098,Queens,2,2023-06-13,26
Apartment Complex,11080,Queens,6,2023-11-04,54
Private Home,10093,Manhattan,7,2023-02-12,58
Villa,10060,Manhattan,7,2023-12-03,53
Villa,10302,Staten Island,5,2023-11-10,39
Hotel,10471,Bronx,6,2023-04-01,29
Private Home,10228,Manhattan,5,2023-06-23,48
Hotel,11232,Brooklyn,5,2023-01-20,32
Villa,11059,Queens,2,2023-06-20,58
Hotel,10303,Staten Island,1,2023-01-09,14
Hotel,11091,Queens,5,2023-02-03,20
Hotel,10306,Staten Island,3,2023-12-13,27
Private Home,10312,Staten Island,7,2023-03-19,33
Villa,10304,Staten Island,2,2023-10-17,26
Villa,11223,Brooklyn,1,2023-07-17,15
Apartment Complex,10470,Bronx,1,2023-02-06,23
Private Home,10303,Staten Island,2,2023-07-25,7
Hotel,10219,Manhattan,4,2023-10-26,31
Hotel,10307,Staten Island,5,2023-11-24,9
Apartment Complex,11054,Queens,3,2023-01-11,10
Villa,11076,Queens,4,2023-11-09,19
Private Home,11205,Brooklyn,6,2023-08-05,43
Villa,10122,Manhattan,6,2023-07-01,28
Apartment Complex,11204,Brooklyn,1,2023-12-25,9
Hotel,10240,Manhattan,6,2023-12-23,23
Hotel,11064,Queens,6,2023-10-28,3
Apartment Complex,11253,Brooklyn,4,2023-05-18,56
Apartment Complex,10312,Staten Island,4,2023-02-09,36
Private Home,11223,Brooklyn,5,2023-09-22,16
Villa,10310,Staten Island,2,2023-01-10,12
Apartment Complex,10017,Manhattan,4,2023-05-04,20
Apartment Complex,10134,Manhattan,2,2023-01-03,5
Hotel,11234,Brooklyn,6,2023-12-30,40
Villa,10138,Manhattan,4,2023-03-09,36
Hotel,10459,Bronx,6,2023-02-04,38
Villa,11233,Brooklyn,5,2023-04-21,49
Villa,10470,Bronx,1,2023-01-16,46
Private Home,11058,Queens,1,2023-12-25,50
Hotel,10122,Manhattan,5,2023-02-17,26
Hotel,11251,Brooklyn,7,2023-07-16,17
Private Home,10303,Staten Island,3,2023-12-06,4
Villa,10153,Manhattan,5,2023-07-14,43
Villa,11227,Brooklyn,1,2023-09-18,8
Villa,10310,Staten Island,5,2023-03-31,21
Hotel,11251,Brooklyn,4,2023-08-10,11
Hotel,11022,Queens,3,2023-11-22,6
Private Home,11028,Queens,6,2023-09-16,35
Apartment Complex,11052,Queens,7,2023-05-21,5
Villa,11031,Queens,4,2023-04-20,56
Apartment Complex,10461,Bronx,1,2023-10-02,2
Apartment Complex,11077,Queens,6,2023-10-14,23
Private Home,11005,Queens,5,2023-03-10,37
Apartment Complex,11227,Brooklyn,1,2023-04-24,3
Private Home,10465,Bronx,6,2023-01-21,47
Private Home,11251,Brooklyn,6,2023-07-22,21
Villa,11087,Queens,7,2023-05-07,5
Apartment Complex,10268,Manhattan,3,2023-11-08,11
Hotel,11052,Queens,2,2023-02-07,19
Hotel,11047,Queens,7,2023-12-31,23
Hotel,10041,Manhattan,6,2023-07-15,7
Hotel,11235,Brooklyn,4,2023-02-23,50
Villa,11096,Queens,4,2023-08-31,3
Hotel,11216,Brooklyn,7,2023-10-01,14
Hotel,11033,Queens,2,2023-11-07,27
Villa,11039,Queens,3,2023-12-06,15
Villa,11010,Queens,3,2023-09-13,28
Apartment Complex,11205,Brooklyn,6,2023-05-27,60
Private Home,11084,Queens,4,2023-05-11,50
Apartment Complex,10466,Bronx,2,2023-01-10,14
Apartment Complex,10472,Bronx,1,2023-09-25,16
Private Home,10308,Staten Island,3,2023-04-19,7
Villa,10304,Staten Island,3,2023-04-19,3
Villa,10474,Bronx,4,2023-10-19,18
Hotel,10090,Manhattan,1,2023-05-01,25
Private Home,10302,Staten Island,1,2023-11-06,3
Villa,10470,Bronx,3,2023-09-13,54
Hotel,10472,Bronx,7,2023-10-22,53
Apartment Complex,11104,Queens,3,2023-02-08,55
Villa,11059,Queens,1,2023-07-24,57
Apartment Complex,11107,Queens,4,2023-02-09,7
Private Home,11225,Brooklyn,4,2023-09-21,40
Apartment Complex,11219,Brooklyn,3,2023-03-29,22
Hotel,10079,Manhattan,3,2023-09-27,38
Villa,10453,Bronx,4,2023-08-03,51
Hotel,11080,Queens,1,2023-02-20,13
Villa,10070,Manhattan,5,2023-11-03,36
Hotel,10306,Staten Island,7,2023-05-14,49
Villa,10453,Bronx,1,2023-12-25,10
Apartment Complex,10474,Bronx,3,2023-11-29,11
Apartment Complex,10308,Staten Island,2,2023-03-28,25
Apartment Complex,11070,Queens,3,2023-11-01,25
Villa,10257,Manhattan,2,2023-11-07,43
Villa,11026,Queens,4,2023-03-02,35
Apartment Complex,10260,Manhattan,4,2023-09-28,33
Private Home,10470,Bronx,4,2023-08-10,47
Villa,10246,Manhattan,7,2023-12-17,17
Private Home,11026,Queens,6,2023-09-02,14
Villa,11234,Brooklyn,5,2023-02-03,59
Private Home,10302,Staten Island,2,2023-04-18,22
Villa,10224,Manhattan,4,2023-04-06,8
Private Home,11252,Brooklyn,2,2023-12-19,27
Villa,11099,Queens,3,2023-12-27,40
Apartment Complex,10310,Staten Island,3,2023-06-21,15
Apartment Complex,10451,Bronx,5,2023-10-27,47
Apartment Complex,10468,Bronx,2,2023-09-05,47
Apartment Complex,10309,Staten Island,4,2023-06-29,33
Villa,11210,Brooklyn,7,2023-04-23,12
Villa,11020,Queens,7,2023-10-01,45
Apartment Complex,11237,Brooklyn,4,2023-11-02,55
Apartment Complex,10313,Staten Island,1,2023-07-31,1
Villa,11079,Queens,5,2023-06-30,24
Hotel,10070,Manhattan,4,2023-09-07,58
Villa,11228,Brooklyn,2,2023-09-05,33
Private Home,11049,Queens,7,2023-08-13,43
Villa,10302,Staten Island,1,2023-09-25,22
Private Home,11224,Brooklyn,2,2023-04-25,39
Apartment Complex,11231,Brooklyn,1,2023-01-23,1
Hotel,10474,Bronx,6,2023-09-30,56
Apartment Complex,11207,Brooklyn,7,2023-08-27,40
Apartment Complex,11043,Queens,1,2023-07-24,54
Private Home,10454,Bronx,3,2023-09-06,59
Hotel,10304,Staten Island,6,2023-12-09,4
Apartment Complex,11050,Queens,6,2023-01-14,60
Villa,11067,Queens,3,2023-12-13,43
Villa,11065,Queens,1,2023-10-23,29
Villa,11251,Brooklyn,1,2023-04-03,7
Villa,10463,Bronx,4,2023-03-16,5
Private Home,10306,Staten Island,5,2023-07-28,33
Hotel,10457,Bronx,5,2023-04-28,18
Apartment Complex,10019,Manhattan,1,2023-12-11,14
Private Home,10310,Staten Island,7,2023-01-29,25
Villa,11051,Queens,3,2023-08-16,31
Villa,11022,Queens,2,2023-03-21,11
Villa,11015,Queens,7,2023-01-22,3
Villa,10152,Manhattan,5,2023-12-08,26
Hotel,10264,Manhattan,3,2023-01-11,44
Villa,10473,Bronx,6,2023-04-01,30
Private Home,10306,Staten Island,4,2023-03-23,56
Private Home,10302,Staten Island,4,2023-11-23,36
Private Home,10454,Bronx,6,2023-02-04,51
Villa,11064,Queens,7,2023-04-30,7
Villa,10308,Staten Island,4,2023-08-31,54
Hotel,11235,Brooklyn,5,2023-02-17,21
Hotel,11052,Queens,3,2023-10-04,37
Villa,10466,Bronx,3,2023-02-08,15
Private Home,11242,Brooklyn,7,2023-03-12,18
Apartment Complex,10012,Manhattan,5,2023-09-15,34
Apartment Complex,11058,Queens,2,2023-11-14,8
Private Home,11077,Queens,4,2023-12-07,33
Villa,11210,Brooklyn,6,2023-03-25,54
Private Home,11069,Queens,7,2023-06-04,38
Apartment Complex,10311,Staten Island,3,2023-09-20,20
Villa,11238,Brooklyn,4,2023-08-17,17
Hotel,10307,Staten Island,5,2023-06-09,58
Private Home,11210,Brooklyn,6,2023-05-27,11
Villa,10472,Bronx,5,2023-01-27,28
Private Home,10191,Manhattan,1,2023-07-31,15
Villa,10456,Bronx,3,2023-04-26,54
Private Home,10463,Bronx,1,2023-10-02,9
Villa,10053,Manhattan,2,2023-06-06,16
Apartment Complex,10101,Manhattan,4,2023-11-23,43
Private Home,10226,Manhattan,1,2023-04-03,58
Villa,11250,Brooklyn,4,2023-02-23,6
Villa,10208,Manhattan,5,2023-10-13,22
Hotel,11219,Brooklyn,3,2023-09-13,52
Villa,10307,Staten Island,3,2023-09-20,11
Private Home,11029,Queens,2,2023-05-02,55
Apartment Complex,10305,Staten Island,6,2023-04-22,26
Private Home,11236,Brooklyn,5,2023-11-24,33
Private Home,11009,Queens,1,2023-10-09,36
Villa,10312,Staten Island,3,2023-11-15,54
Apartment Complex,10004,Manhattan,4,2023-08-24,59
Private Home,11205,Brooklyn,2,2023-09-26,19
Villa,11254,Brooklyn,5,2023-02-03,58
Villa,10309,Staten Island,5,2023-11-24,2
Apartment Complex,10303,Staten Island,6,2023-07-08,1
Hotel,10241,Manhattan,2,2023-01-03,9
Villa,10460,Bronx,2,2023-08-01,31
Villa,10308,Staten Island,7,2023-10-15,8
Private Home,10307,Staten Island,4,2023-02-09,3
Private Home,10467,Bronx,6,2023-05-27,29
Hotel,11247,Brooklyn,1,2023-03-20,17
Hotel,11251,Brooklyn,1,2023-10-09,4
Apartment Complex,11208,Brooklyn,6,2023-12-23,47
Hotel,11045,Queens,3,2023-06-07,50
Villa,10468,Bronx,2,2023-06-06,43
Private Home,10048,Manhattan,5,2023-09-29,57
Apartment Complex,11245,Brooklyn,4,2023-08-03,50
Hotel,10133,Manhattan,4,2023-05-04,57
Private Home,11237,Brooklyn,3,2023-08-09,15
Hotel,11237,Brooklyn,5,2023-11-10,8
Villa,10310,Staten Island,4,2023-01-26,48
Private Home,11245,Brooklyn,6,2023-11-11,41
Villa,11006,Queens,6,2023-05-13,42
Private Home,10313,Staten Island,1,2023-06-12,33
Hotel,10311,Staten Island,5,2023-07-14,36
Private Home,10471,Bronx,1,2023-04-24,30
Villa,10131,Manhattan,3,2023-12-20,45
Apartment Complex,10306,Staten Island,1,2023-08-07,50
Private Home,10457,Bronx,4,2023-08-10,57
Private Home,11215,Brooklyn,2,2023-12-19,45
Hotel,11034,Queens,4,2023-06-15,45
Villa,10468,Bronx,1,2023-10-16,58
Hotel,10263,Manhattan,2,2023-03-14,21
Villa,10301,Staten Island,7,2023-01-01,37
Private Home,10223,Manhattan,6,2023-05-06,42
Private Home,10474,Bronx,2,2023-10-31,60
Villa,11248,Brooklyn,7,2023-06-11,16
Hotel,10312,Staten Island,7,2023-08-20,56
Villa,10305,Staten Island,3,2023-01-25,42
Villa,11104,Queens,6,2023-06-10,20
Private Home,11044,Queens,5,2023-12-01,59
Hotel,10310,Staten Island,4,2023-02-23,2
Hotel,10272,Manhattan,6,2023-10-28,56
Private Home,11237,Brooklyn,5,2023-01-06,8
Hotel,10179,Manhattan,6,2023-08-26,22
